n#03277459	balanza_electrónica
r#00122124	constitucionalmente
v#01883344	desplazar
n#09395266	plásmido
a#02798370	social
a#01129977	bueno
n#09238926	cueva
n#12936469	coriandrum_sativum
n#03535429	hopper
n#01257701	libertad_condicional
n#04773068	ecuación_personal
n#05149978	uso
n#04166111	sistema_de_seguridad
a#01294300	entrante nuevo
a#01510444	fuerte gran grande terrible
n#02206624	Apoidea superfamilia_Apoidea
n#14412725	aceptación
v#01164906	explotar exprimir
n#15210765	mediados_de_febrero
n#09343943	manto_bajo
v#02484049	crucificar
n#00462804	bowls
n#04754440	conclusión finalidad inapelabilidad
a#00256453	desenredado
a#02754096	jurisprudencial legal
a#01941274	vivo
a#00147734	astuto
n#03369276	fliscorno
n#03617312	kilt
v#02456493	enterrar
n#08177030	O.P.E.P. OPEP Organización_de_Países_Exportadores_de_Petróleo
n#13691401	unidad_monetaria_chilena
n#14433361	liderazgo
n#01438581	colmilleja lobo
n#03198637	diltiazem
n#01387451	protista
a#02777160	fonológico
n#08436562	oficio
n#10746460	barnizador
a#03086852	milenarista
v#01513838	exfoliar
a#01213090	mínimo
n#15272887	ínterin
a#02760011	del_mecóptero
n#10484526	oferente proponente
n#11386503	Billy_Wilder
v#01143498	cazar_focas
n#03636248	lámpara
n#04250026	recorte
n#05309050	amígdala
n#04551055	almacén depósito
a#01711071	doloroso penoso
n#09703101	sajón_occidental
r#00291276	cum_laude
n#01447822	Jordanella género_Jordanella
n#06761603	elusión evasiva evasión
a#00915787	inexacto
n#11286354	Arthur_Schopenhauer
n#04966717	amarillo_anaranjado azafrán
v#00977871	proclamar trompetear
v#02022162	avanzar llegar lograr lograr_alcanzar lograr_ser
v#01864230	comenzar empezar iniciar
n#02923535	albornoz
n#11262765	Arthur_Rimbaud
n#04285965	vehículo_utilitario_deportivo
n#01141729	permiso_de_salida
n#11176527	Ethel_Merman
a#01441729	perenne
a#00279332	luminoso
n#04395024	lona_impermeable tela_impermeable toldo
v#01412644	agarrar_a_puñetazos dar_puñetazos
n#11147533	Ernst_Mach Mach
v#00616670	atender
a#00302951	apacible quieto sereno tranquilo
n#05264247	costra
n#15265021	allegro
r#00049220	ahora
n#06232298	pentecostalismo
n#11600372	cycadophyta
v#00995103	transcribir
n#01335218	colifago
n#07184965	bronca
n#10943256	John_Drew
n#12870048	marum
n#80000775	dato_enumerado
n#13811340	subparte
n#05220461	parte_del_cuerpo
v#01275301	acribillar
n#08182105	pequeña_burguesía
v#00449692	vaciar
n#07190584	requiescat
a#01726021	caliente
n#08281409	Royal_Society
n#06188292	consubstanciación
v#00154778	ampliar ensanchar
v#00676864	elegir escoger
a#00450147	cercano próximo
n#02653655	Monocanthidae familia_Monocanthidae
r#00299334	con_gran_placer
n#04071393	reglamentario
n#03367740	flotilla
n#04898437	procedencia propiedad seriedad
n#09954355	confesor
a#02938590	anafórico
n#09373716	North_Platte
a#01720280	normal
n#14539826	seguro
n#01036778	compromiso
n#00789391	pelea refriega
v#02282506	almacenar
n#05809745	tradición
n#10315837	militante
n#02351518	Dipodidae familia_Dipodidae
n#03497100	figón picada
a#01517081	militar
n#05777298	litomancia
n#08385717	cita
n#03571439	inyector
n#05776015	prefiguración
n#11349092	Lionel_Trilling Trilling
n#13731021	cuadrado
n#05896059	fantasía ilusión
n#13394792	bono_del_tesoro obligación_del_estado
n#13691909	unidad_monetaria_cubana
v#01854519	sacar_del_grifo
n#01572174	Icterus género_Icterus
v#01372682	atomizar regar rociar
n#01233156	visita
v#00899956	saludar
a#00094941	viable
v#00539338	poblar
n#01834412	Ramphomicron género_Ramphomicron
n#06325826	conjunción
n#09282363	fondo suelo
n#11189432	Marianne_Moore
n#14438419	mala_fama
n#03157348	platillos
n#03147397	faja
n#14334631	cardiomegalia
n#04835950	acción
n#10835866	Barrymore Ethel_Barrymore
n#04910377	porte presencia
n#05147940	productividad
n#13657849	picómetro
n#13737190	tercio
n#10828368	John_James_Audubon
v#00724832	asombrar sorprender
n#02708224	computadora_analógica ordenador_real
v#02687251	ondular
n#80000836	control_de_versiones
v#00627091	interpretar leer
a#02382934	sistemático
a#02735812	gingival
n#02080022	Pagophilus género_Pagophilus
v#01885430	agitar batir
n#06315096	subordinada_de_relativo subordinada_relativa
n#06740919	apología defensa
n#06892016	número
n#08478371	reunión
n#10879551	Cayo_César
n#05434203	lisosoma
n#13271631	patrimonio
v#00026385	relajar
n#01673282	sphenodon
n#14348070	yeyunitis
n#03739518	centro_de_salud centro_médico
n#04317420	palo stick vara
n#07273802	mojón
a#00363938	agradable alegre
v#02281485	aprovisionar avituallar
a#00342250	certificado
v#01012792	circunstanciar
n#07161912	oferta proposición propuesta
n#07511626	fiebre_del_oro
n#08434622	red_de_espionaje
n#09918248	hija hijo ninzzo
n#10336537	muckraker
n#11686049	haustorio
v#01447257	apretar
n#09877124	camarada
n#14198997	hipospadias
n#02209624	bombus jorge
v#02208537	alquilar
a#02246903	irregular
n#11306175	David_Roland_Smith David_Smith Smith
v#01321895	grabar inscribir
n#11290653	Elizabeth_Cochrane_Seaman Elizabeth_Seaman Nellie_Bly Seaman
n#13377268	letra
v#01649809	entregar poner presentar
n#10022759	gato pájaro
a#02832272	mamífero
v#01132667	bombardear_en_picado
n#04623113	naturaleza índole
n#13823968	razón_salida/entrada
n#05570396	gluteo_máximo glúteo_máximo
a#01525776	portátil
v#01632897	proyectar
n#09902611	coracero soldado_montado
n#14181049	fiebre_assam fiebre_dum-dum kala-azar leishmaniasis_visceral
n#02576223	carángido pez_carángido
n#10522759	recuperador rescatador salvador
n#07677982	bratwurst
a#00949548	exterior
n#10885487	Enrico_Caruso
v#01952898	remitir
n#05074690	estratificación
n#07231048	indicación
n#01594611	Hirundo género_Hirundo
a#00934199	barato
n#04297750	vidriera
n#09450553	Sun_River
n#03779128	mohair
n#07950920	grupo_social
n#11087931	Jasper_Johns
n#06214379	centro_político
n#07409592	toque
n#05186766	libertad_de_discriminación
n#10786992	wog
n#04809453	validez vigencia
v#02290461	aprovechar beneficiarse ganar obtener_frutos sacar_ventaja
n#01427005	Actinomyxidia orden_Actinomyxidia
v#01903218	pasearse
n#03864994	sobrecarga
v#01434140	llevar
n#03929443	pico
v#01718185	estrenar inaugurar
n#05091770	probabilidad
n#15295778	duración
n#07910379	licor_de_cereza licor_de_cerezas marrasquino
n#01742821	Lichanura_trivirgata boa_rosada
n#07912834	radler
a#00556318	eventual provisional temporal transitorio
n#09120353	Isla_Ellis
n#04711435	inconveniente
n#07535010	congoja
n#04847600	virtud_cardinal
n#00768483	delito_informático
n#00449977	carrera_de_galgos
n#10710509	hilera
n#12030654	verbesina
a#02751367	apolar no_iónico sin_polarizar
n#10023264	dux
n#02471072	Hominoidea superfamilia_Hominoidea
a#02798167	de_Sísifo
n#04072551	rienda
n#08374773	plantación
n#02285801	oruga_de_lagarta
n#06206210	dogmatismo fanatismo intolerancia
n#02739668	armadura
v#00498530	calcificar
a#02111684	conjunto
v#01205153	aguantar
n#01338537	rhinovirus
n#03921499	fenciclidina
n#08190482	enemigo
v#01155687	apostar hacer_una_apuesta jugarse
n#13658657	milímetro
n#13403520	finiquito
v#01684663	pintar
v#01722815	simular
n#02031455	Philohela género_Philohela
n#05979595	satanismo
n#09856267	biofísico
a#02036578	justo recto
n#08352218	Banco_de_Japón
n#05258627	caracolillo rizo
v#00777522	embrujar encantar fascinar hipnotizar magnetizar
n#01542316	Chlorura género_Chlorura
n#03792048	montículo
a#02024758	rico
v#02524739	acertar tener_suerte
v#01787600	enloquecer
a#00047243	alcohólico
n#02729965	gadget ingenio
n#03827716	nomograma
n#07617344	flan
n#01026316	galimatías
r#00482373	dos_veces por_dos
v#02692686	antedatar preceder
n#02831455	aparejo_Bermuda aparejo_bermuda aparejo_marconi
n#15157225	día
v#01009821	declarar
n#07773572	copra
n#01545149	Menurae suborden_Menurae
a#02154635	sin_afeitar sin_trasquilar
n#11281682	Gene_Sarazen
n#07644382	galloanserae
n#04037625	circuito pista
n#09180431	impulso
n#06413579	tomo volumen
v#01021871	reforzar
v#00082714	vendar
n#14011811	dormancia
n#00082870	asunción toma
v#00008055	parpadear
v#01636221	prever visualizar
n#03194170	analizador_diferencial
n#05386426	conducto_hepático
v#01033346	pinchar
v#01519977	deshacer
n#10603766	cuñada
n#12163035	bryonia
n#80000827	corrección_de_errores
n#01733346	Arizona género_Arizona
n#01730679	Coluber género_Coluber
v#00845658	insultar
a#02929500	tropical
n#07049849	juglaría juglería
n#14270016	potasemia
n#03527243	holograma
n#02828884	banco banquillo
n#11701903	ceratofilácea género_ceratofilácea
n#02428508	oryx_gazella
n#02917377	altoparlante megáfono
r#00176750	ligeramente poco
n#03238586	coqueto tocador
n#03162714	pinza pinzo
n#01716459	género_Deinocheirus
n#06732581	reafirmación reiteración
n#08824771	Saint_John
n#09770949	administrador
n#09308398	hielo
v#01593011	extraer_con_pinzas
n#05797597	atención encuesta estudio exploración interés investigación
n#00177448	recurso
n#03501152	obstáculo_de_campo
n#06843017	admiración
n#02187022	Ctenocephalus género_Ctenocephalus
n#04701039	brillo
v#01940248	hacer_esquí_acuático
a#03059551	dálmata
a#00786173	inseparable
n#06338653	nom_de_plume nombre_de_pluma
a#00126339	inicial
a#01813733	astuto
n#00424324	garrucha
n#11548728	carpospora
n#10847793	Claude_Bernard
n#04035231	quipu
n#11427736	autoflorescencia
a#01996875	responsable
a#01211531	pleno
n#06407221	manuscrito
v#02633218	suponer
n#08163025	cámara
n#12951668	género_hymenophyllum hymenophyllum
n#14654058	seaborgio
n#10850667	William_Henry_Beveridge
n#07265789	sirena
n#00470830	hurling
n#02624807	Scomber_colias carite
n#08523217	centroide
r#00226891	editorialmente
n#02939866	calibre
n#04890546	saber sabiduría sapiencia
n#10479561	derrochador despilfarrador dilapidador malgastador
n#02000954	aves_limícolas
n#02015357	gallirallus_australis
v#02735282	convenir
n#04379243	mesa
a#01768724	propio
n#09940987	comedianta
a#01868724	profesional
n#09756049	instigador promotor
n#04171831	aparato_semiconductor semiconductor unidad_semiconductora
n#07163988	indirecta insinuación soplo
n#02217997	Chalcis género_Chalcis
n#06479665	documento_judicial documento_jurídico documento_legal documento_oficial
a#01319874	inocente
n#01264050	consulta
n#07808587	coleslaw ensalada_de_col
v#00640828	sumar
a#00440579	corto estúpido lento tonto torpe
n#12283981	alnus género_alnus
n#11070218	Christiaan_Huygens Christian_Huygens
v#00048912	ponerse_los_hábitos tomar_los_hábitos vestirse_con_sotana
n#05705484	complejo cuelgue lío_emocional
n#11102353	Jerome_David_Kern Jerome_Kern Kern
a#02344241	ilustre
v#00228655	regar salpicar
n#10153414	tipo tío
v#02654585	infestar
a#00226891	editorialmente
v#00974786	gritar
n#10752020	virreina
n#08134649	seguridad_social
n#03291819	sobre
n#00890941	curso_de_extensión
a#02602784	actinomicético
n#07028797	motivo
a#02816340	titular
a#01487627	material
a#01411291	diferente
n#12843844	clinopodium género_clinopodium
r#00390941	ligeramente ligeros
n#07922764	chocolate
n#08017614	Aum_Shinrikyo
v#00077369	mantener
n#08225426	calle
n#05414147	hormona_antidiurética
v#00138508	invertir revertir trastocar
n#15055633	vapor
v#01972131	pasar
n#10719036	secretario_del_ayuntamiento secretario_municipal
n#10558896	escolástico
n#04423174	tiabendazol
a#02929769	ecuatorial
n#06271620	samizdat
n#11258501	Paul_Revere
a#02932931	ovular
v#02285392	acarrear llevar
n#01879701	Hypsiprymnodon género_Hypsiprymnodon
v#02312996	aliviar
n#01000969	afinamiento
n#06024230	media
v#00906735	condenar
n#06486161	formación
r#00267321	como_un_adjetivo
n#08569998	campo terreno
n#11141019	Luis_XIV Luis_XIV_de_Francia
n#80000825	técnica_de_programación
v#00912048	exclamar
v#00701040	determinar
n#00718815	embadurnamiento enyesado
n#12087032	vanilina
n#07584938	caldo
n#11347674	John_Tradescant
n#09545755	trickster
n#02970100	carro
n#15169421	anochecer anochecida crepúsculo
a#01511520	mayor
a#00228294	primero principal
v#02083087	abonar
v#01742886	copiar imitar
n#00897989	repaso
v#00465145	enderezar realinear
n#10899164	William_Clark
n#14355901	espondilitis
n#08462858	datos_básicos datos_en_bruto datos_sin_procesar
n#05106024	plenitud voluminosidad
n#07285191	fondo
n#03420935	collar_de_hierro garrote garrote_vil
a#03132185	zonal
v#01053339	dar_bocinazos graznar
n#01985947	Paguridae familia_Paguridae
a#01580775	necesario
n#06976087	licio
n#07099598	anadiplosis
n#10381100	instrumentista
v#01456199	izar_el_ancla levar_el_ancla
v#00267681	menguar
n#10874706	William_S._Burroughs William_Seward_Burroughs
a#01406180	natural
n#08834408	Australia_Meridional
n#05897553	aparición
n#01809752	opisthocomus_hoazin
a#00089550	molesto
n#11314666	Gertrude_Stein Stein
n#03297735	establecimiento
n#03522003	hipódromo
a#03026758	cartesiano
v#02717362	colgar
n#11267745	Richard_Rodgers Rodgers
n#06151693	sociología
a#01277426	primordial principal
n#02967540	telar_de_alfombras
v#02537407	traicionar vender
n#06766544	alusión mención referencia
v#02462201	elegir votar
v#00886173	desatender
n#07927197	gaseosa
n#80000823	depuración_de_programas
n#05795044	acuerdo
n#10068928	excelencia
n#12322359	género_pterocarya pterocarya
n#10836308	Barth Karl_Barth
n#11064106	Henry_Hudson
n#07443010	carrera corrida enredo escalera
n#14023491	anestesia
n#01948788	Patellidae familia_Patellidae
n#02368116	vizcacha
n#13484303	fragmentación
n#05815517	campo terreno área
v#01801847	contener dominar
n#06320569	verbo
n#07798147	salmón_ahumado
n#09556121	Rea_Silvia Rhea_Silvia
v#01320009	cosechar
a#03002351	nutricional
r#00250056	al_lado_de junto_a
n#03968886	cable_desatascador
n#08402828	embajada
n#02559383	carapidae
n#07242912	diatriba perorata
n#05344213	arteria_coronaria_izquierda
n#14328513	queratalgia
n#01225027	insulto
n#02357741	Citellus Spermophilus género_Citellus género_Spermophilus
n#14115914	litiasis
n#15203120	ejercicio
n#80000944	proposición_de_ley
n#02415130	ovis_vignei
n#05183779	libertad_de_expresión
n#11384986	Walt_Whitman
n#02957135	tornillo_de_casquete
n#01294330	Sempach batalla_de_Sempach
v#01914947	correr
n#14269090	hipercalciuria
n#05750163	estilo tendencia
n#09592384	Jasón
n#13466849	desinflación
v#00373397	irritar rozar
v#00483656	afinar
n#04443588	tobramicina
n#15241777	carnaval
n#13073211	género_hygrotrama hygrotrama
v#01753788	crear hacer producir
n#00931217	historiografía
a#01779193	material
n#01528654	anthus
n#02928299	bisagra_plana
n#01464077	mesodermo
a#01914407	absoluto indiscutible rotundo total
a#02657741	bacteroidal
n#01480336	Chondrichthyes clase_Chondrichthyes
n#13637722	abamperio
n#13423615	abrasión corrosión desgaste rozadura
n#10010243	desviacionista
a#02964782	chino
a#02498507	fatal
n#10938199	Plácido_Domingo
n#14076992	hiperparatiroidismo
n#14241241	liposarcoma
n#10591072	shogun
a#00289082	roto
v#01190741	atontar aturdir
n#05212362	braquiocefalia
n#14804487	cemento
v#02447793	aprobar confirmar ratificar
n#01849348	Tadorna género_Tadorna
n#06631140	paz
r#00462016	sudeste
r#00091139	fuertemente
n#13154077	foliolo hojilla
n#03329536	contera
n#11368841	Kurt_Vonnegut
a#00830051	culto sabio
v#02485135	electrocutarse
n#07631023	cupcake
n#00157877	subexposición
a#02152473	común mutuo
n#10536897	jaranero juerguista
n#04969431	azul_pálido
v#01970348	aparecer ascender elevarse nacer salir
a#03007826	del_sarcosoma
a#01366157	doloroso
n#08022087	Greenpeace
v#01646300	impulsar
n#00562179	malabarismo
a#02396720	delicioso exquisito suculento
n#14415072	soledad
n#10412910	par
n#07246582	iniciativa sugestión
n#02429456	antilocapra_americana
n#00084371	adopción
r#00087037	inadmisiblemente
n#04526112	flebograma venograma
v#02167571	explorar reconocer
a#01588619	elevado noble
v#02325736	inmolar
a#00487525	común corriente estándar
v#02264075	bendecir favorecer
n#05651242	léxico
n#09264803	delta
n#05098942	medida tamaño
n#11235926	Piston Walter_Piston
n#01999048	Lepas género_Lepas
n#11381457	Eudora_Welty
n#09754633	renunciante
n#03642444	solapa
n#07875926	filete_Salisbury
a#01211828	superior
n#13530799	reducción-oxidación
n#00462997	bochas
v#00142191	dar_forma formar
n#00121366	transmisión
a#02731953	sin_trastes
n#04732067	punto puntos
a#01264913	agudo gracioso ingenioso salado
v#00202236	falsificar
v#02486822	reunir
v#01235667	masticar
n#11521940	radiación_ultravioleta
v#00507485	lapidificar petrificar
n#06769238	mitologización
a#00750926	llano
n#11007750	Mikhail_Gorbachev
n#03440682	glockenspiel
n#11108584	Arthur_Koestler
a#02749257	inguinal
n#00138599	besazo beso_sonoro besuqueo
n#04618070	identidad individualidad
n#05661400	metodología
r#00222879	atrasado retrasado
a#03086974	mineral
n#01795425	Lyrurus género_Lyrurus
n#10110287	propietario_absoluto
n#10519291	movimiento_cenobítico
a#00594267	aislado disperso
a#00218305	bello hermoso
n#03606572	K green honey_oil jet special_K súper_C súper_ácido valium_de_gato
a#02699011	coccígeo
a#00535452	cóncavo
v#00238867	oxidar oxidarse
r#00276279	austeramente
a#00590390	discutible
a#01914521	cualitativo
n#05605762	sincitio
n#05711084	contraste
a#02929901	racional
n#06211811	ortodoxia
n#10366383	numerologo
n#14153468	epispadias
n#02320339	Ptilocrinus género_Ptilocrinus
n#14673150	criolita
n#00859691	despecho
n#80000874	podcasting
n#10243664	lama
v#02206014	conseguir
v#02548588	favorecer
v#02355959	colocar
n#04124488	guarnicionerías
n#14778019	antiácido antiácido_gástrico
n#00047018	hazaña
n#01124110	autolimitación
n#06386693	estrofa
n#13004423	cantharellus_cibarius
n#07527817	júbilo
n#07420538	daño detrimento perjuicio
n#14938687	lipasa
a#00112628	sintético
n#02701566	La_bandera_llena_de_estrellas bandera_de_EEUU bandera_estadounidense estrellas_y_bandas
n#00351638	disminución merma reducción
n#02084861	chucho gozque mestizo
n#08384738	Fannie_Mae
n#08385280	visita
n#00399393	modificación
a#02109552	sin_enviar sin_ser_enviada
n#09410365	Beta_Orionis Rigel
a#02503305	incapaz inútil vano
