n#01460813	oviscapte ovopositor
n#14640756	àtom_d'hidrogen
n#10858468	Hieronymus_Bosch
a#00721505	indiscutible innegable
n#07517550	ofensa ressentiment
v#01972570	destruir estavellar-se rompre´s topar trencar-se xocar
v#00517240	bituminitzar
n#04252331	raquetes_de_neu
n#07086323	ritme
n#13846900	tercer
n#10514784	refinador
n#07267461	maça
n#15249458	any_de_gràcia any_del_Senyor
n#10269458	hoste
n#04379096	tabulador
n#06549566	declaració_conjunta declaració_de_renda_conjunta
n#13706310	shekel
n#11149016	Ferdinand_Magellan
n#12201761	genus_triplochiton triplochiton
n#11897760	genus_stephanomeria stephanomeria
n#09902851	celebrant
v#00483181	harmonitzar
n#04715487	adaptació conveniència propietat
n#07910379	marrasquí
n#07869291	ous_amb_pernil
n#12745976	buxus genus_buxus
n#06868844	sol
n#00595684	senyoria
n#11847615	genus_harrisia harrisia
n#04682462	clapa mota placa taca
n#08753729	Jamaica
n#03136369	ballesta
a#00217728	bell bonic encantador encisador formós preciós
n#02404906	zebú
n#09688008	celta
n#07410207	hòstia llet trompada
n#02422106	bubal
n#14700162	llicorella pissarra
n#00517728	festival
n#02115335	gos_salvatge
n#14255234	glaucoma
v#02382087	oficiar
n#08107499	família
a#00285905	intolerant racista
n#13059485	genus_strobilomyces strobilomyces
n#04230707	portaesquis
n#03005033	cancelleria
a#00777650	utilitzable
n#07472929	campanya_electoral
n#03697007	serradora
n#14976448	buata folre
v#00905399	absoldre dispensar excusar indultar perdonar
a#00025238	acídic
n#08157672	Romanov
n#03243218	unitat
n#07226015	advertència advertiment amenaça avís
n#14822839	sulfat_de_coure
n#03670208	limusina
n#09734885	turc
n#15136723	jornada_laboral jornada
n#09567421	Nemesis
n#01397114	alga
n#06842660	dos_punts
v#00190180	concatenar enllaçar lligar
a#00292611	enterrat
n#08494231	parc_d'atraccions parc_temàtic
n#04485884	triskell
n#05023591	encarcarament tibantor
n#01667959	genus_malaclemys malaclemys
n#04542329	dovella
n#02362721	castòrids
n#04994413	dolçor
n#05228374	quilla
v#00279661	enrossir_amb_aigua_oxigenada
n#05538625	cap
n#00647147	polarografia
n#04317175	estetoscopi fonendoscopi
n#05738625	prova test
n#11105298	B._B._King
n#14730553	gelatina
n#00048374	arribada
n#10584318	cosidor
n#08248521	gamelan
v#02096494	eludir escapolir-se esquitllar-se esquivar evitar fintar regatejar
a#01822563	factible practicable realitzable viable
n#14139015	pesta_bubònica
n#05576950	empenya
n#07541053	esperança
v#00178898	arrencar
n#07579787	plata plàtera plat
n#15003329	mini
n#09374493	nova
n#03779621	motlle motllura
a#02800689	esfèric
v#02130017	cegar
n#11847414	genus_gymnocalycium gymnocalycium
n#08362302	oclocràcia
n#06591609	antologia
n#07631023	cupcake
n#02360282	esquirol_militar esquirol_ratllat
n#06586672	hiperenllaç hipervincle enllaç_(informàtica)
n#06806098	xiulet
n#14735347	caseïna
n#09787878	ambaixadora
n#14379829	racionalitat sensatesa
n#07469975	llançament_de_pes
n#00745005	transgressió
n#02851384	persiana
a#02469119	emblemàtic exemplar típic
n#06734322	document
v#02169119	ensumar ficar_el_nas nassejar tafanejar
v#02070466	abocar vessar
n#03581531	interstici
n#10889533	Marc_Chagall
n#09332770	Llac_Ontàrio
n#06901053	java
n#04893172	previsió
n#11579418	asterid_dicot_genus
n#01707000	edmontosaure
n#07390049	xap
n#08469233	art_minimalista
n#06243096	taoisme
n#06720371	libel
n#08456619	dret_tributari
v#02262752	transferir traspassar
n#02023341	corriol
a#00639230	atent considerat
a#01491240	pubescent
n#00095329	indemnització
n#12242668	genus_phyllodoce phyllodoce
v#02653159	aquarterar
v#01666002	improvisar
n#07735294	escurçonera
n#09992238	jugador_de_dards
n#14932645	gabre
n#09210862	atol·ló atol
n#08713772	Península_Balcànica
v#00925873	desenvolupar formular
v#01374587	xipollejar
a#00274068	negre
n#02999757	cadena
n#05769314	quimera
n#12907465	tabac
n#00975955	avançada
n#00515069	humorada
v#00929839	implicar
n#05786184	meditació
n#07641138	crep
n#12962847	cromoplast
n#07928790	pepsi_cola pepsi
v#00703184	portar_mala_sort
n#02572369	apogon genus_apogon
n#13673178	dòlar_de_les_Fidji
v#02105810	registrar
n#80000913	IP_estàtica
a#01212469	baix
n#14936010	hidròxid_de_calci
n#10174445	alt_comissari
n#10526927	àrbitre avaluador
a#01748318	imperceptible
n#09900711	catalitzador
n#11180812	Alan_Alexander_Milne A._A._Milne
n#11965378	erigeron genus_erigeron
n#02394477	artiodàctil
n#13680599	kina
n#03399391	frontispici
n#04023695	ponxera
n#02367492	xinxilla
n#07547805	animadversió antipatia aversió enemistat hostilitat
n#13185436	genus_doodia
n#13726562	quilocaloria
n#00294452	esprint
n#14274905	pepida
n#14865316	oligòclasi plagiòclasi
n#02945594	campament_d'estiu campament
a#01649561	tendre vulnerable
n#01467675	genus_amphioxus
n#00239230	iniciativa primer_pas
n#01127019	imposició
n#05399243	llet_materna
n#00700652	psicoteràpia
n#10427467	frenòleg
v#01442361	fer_un_forat foradar perforar traucar travessar trepar
n#14325732	còlic
n#10710259	revisor
n#12374002	cistàcies
n#07056406	pavana
n#80000845	llei_ordinària
v#02071142	adollar degotar destil·lar gotejar rajar regalimar
n#04017571	psicròmetre
a#01042703	ceremoniós convencional
n#80000834	programació_seqüencial
n#10497202	curandero eixarmador remeier
n#03455033	nínxol sepultura tomba
v#00084738	administrar
n#07458892	carrera_de_cotxes cursa_de_cotxes
n#11659500	genus_sundacarpus sundacarpus
n#05695554	equivalent
n#12167282	genus_momordica momordica
n#10817458	Marian_Anderson
n#05197574	regna
n#06589151	sistema_de_gestió_de_bases_de_dades_orientades_a_objectes
n#05195796	sang_vital
n#14843493	terra_de_siena
n#07017999	burlesque
n#05252016	si_d'una_vena
n#02828648	carretera_de_circumval·lació disjuntor ronda
v#00307568	fer_erupció
n#12517820	codariocalyx genus_codariocalyx
a#00246497	tacat
n#08622201	posició lloc
n#03478907	sala_d'actes
n#12030479	actinomeris genus_actinomeris
n#01860713	anhima genus_anhima
n#09976283	guillat sonat tipus_estrany tocat_de_l'ala tocat_del_bolet
n#04982478	calma quietud tranquil·litat
a#00250659	envalentit
n#04915365	incivilitat
v#02038357	decantar-se decantar
n#02742753	fletxa sageta
n#14564934	sarcoïdosi
v#02150510	mirar
a#00455485	disfressat
a#00133669	agradable apetitós saborós
v#00625963	seleccionar
n#07020895	música
n#06505799	apunt
n#08191230	exèrcit_de_terra exèrcit forces_armades
n#11813830	genus_petrocoptis petrocoptis
n#06225855	rastafarianisme
n#00257580	dutxada dutxa
n#02874750	orella
n#04677716	imatge personatge
v#00696189	reexaminar revisar
n#09123538	Harlem_River
a#01213197	agut
a#01125241	correcte educat
n#01324431	carnívor
n#01669527	chrysemys genus_chrysemys
n#07504841	afecte
n#09338013	leptó
a#00349148	inalterable
a#00167278	bufó
n#04662504	impulsivitat
n#09127014	Cap_Fear
n#00499263	ping-pong tennis_de_taula
n#12471825	genus_clintonia
n#06571639	Konqueror
n#03474896	mànec
n#09157766	Green_Bay
n#07824702	pebre_vermell
n#07818133	fenigrec
v#01043887	xiular
n#80000890	ajuda_contextual
n#13740168	res zero
n#05876469	llei_de_Dalton
n#10761693	vulgar
n#05733583	apreciació estimació taxació
v#02059916	arrossegar-se caminar_sense_ganes
n#02676938	acròpoli
n#07069948	expressió
n#14334511	clotet picada
v#01050896	refilar trinar
n#01041674	unció
v#00459776	endarrerir retardar
n#14775067	benzoat
n#10896987	Agatha_Christie
n#05521636	vulva
n#09282363	fons terra
n#08885490	West_Yorkshire
v#00102586	danyar
a#02551259	aquós
n#07615460	gelat_de_maduixa
n#09711320	corinti
v#00155869	augmentar
n#08385490	cita_a_cegues
n#00488225	joc_de_cartes
n#02469472	capgròs
n#01031563	nudisme
n#03710079	paquebot
n#01001923	cefalometria
n#13183874	genus_schaffneria schaffneria
v#00789448	telefonar trucar
n#14487443	adulteració
v#02724126	enclaustrar recloure
v#01155090	assolir
n#15292502	polsera
v#00220115	engranar
n#02403003	bou
n#02197413	drosofílids
n#11173199	Gregor_Johann_Mendel Gregor_Mendel Mendel
n#01971280	calamar
n#02643448	genus_pterois pterois
n#02846511	pissarra
a#02490170	aixecat
n#07318133	caiguda decadència decaïment deperdició
n#04931965	conformació estructuració estructura
v#00014549	moure's
n#00082870	assumpció presa
n#02922461	burí punxó
n#01593423	auriparus genus_auriparus
a#00589448	cregut vanitós
a#02327428	caparrut entestat tossut
n#10038778	duc
n#03355468	dolçaina flabiol
n#14976323	cinta_de_teleimpressor
n#02050442	cabussó_gris
n#12327407	genus_grias grias
n#02681518	adornament adorn
a#01086545	buit
a#01861205	públic
n#00649760	diàlisi
n#03743902	monument_commemoratiu monument
n#07800740	farratge past pinso
a#00160573	independent separat solt
n#00143885	palpació
v#02356974	afegir
n#07002599	gràfica
n#11058914	John_Edgar_Hoover J._Edgar_Hoover
n#05849789	característica tret
n#09957156	conservador
n#02683454	perruca_afro
a#00919984	boig
n#12204546	genus_corchorus
n#13001743	genus_lentinus lentinus
n#07457599	partit_preliminar preliminars
n#01182654	judici_(dret)
n#10219380	genísser
a#00051045	adequat adient apte capaç covenient encertat escaient idoni indicat
n#02774630	equipatge maleta valisa
n#04419315	teofilina
n#05321307	laberint orella_interna
n#12985420	tòfona
n#10857540	John_Wilkes_Booth
n#02914991	complex instal·lacions
n#13159778	fulla_sagitada
v#00537316	codificar xifrar
n#07531536	orgull
n#00397953	divisió fragmentació partició segmentació subdivisió
n#10535047	Robin_Hood
n#08808979	La_Spezia
n#02299715	acherontia genus_acherontia
n#07446920	repic
n#09113901	New_Brunswick
n#05700625	abstracció
n#02757337	audiòmetre
v#00759501	pregar
n#13787379	sinus
n#05165303	imprudència
v#00297669	reajustar
n#12201456	genus_theobroma theobroma
n#03775071	manyopla
v#01263784	decorticar escorçar escorxar pelar
n#02612046	dactiloscòpids
n#10218989	jacobita
n#12110630	bromus genus_bromus
n#07582441	escabetx
n#13891547	angle_de_refracció
n#10843705	Robert_Charles_Benchley Robert_Benchley
n#00397760	esborrament
n#10479561	dilapidador malgastador pròdig
v#02303331	abstenir-se estar-se passar-se perdre privar-se renunciar
n#14594313	polietilè
n#04463679	carril
n#07972425	feudalisme
v#01321002	esporgar podar
n#00125436	copet
n#13943598	eix
a#00337404	dubtós indecís insegur
n#80000850	política_de_comptes
v#00141914	blegar corbar
a#01329138	barrejat mesclat
n#09890894	candeler
n#03175189	denim
v#00521641	blavejar emblavir
n#07615954	gelat_de_llet
n#11164058	Edgar_Lee_Masters
n#05550494	múscul_serrat_anterior serrat_anterior
n#12693734	callitriche genus_callitriche
n#09883947	gallimarsot homenot
v#02741793	concordar
a#02466734	astut enganyós trampós
n#01103492	fotogravat
n#08921613	Shikoku
n#11319244	Harlan_Fiske_Stone
n#01380902	genus_streptococcus
n#05621808	subtilesa subtilitat
n#05659365	equilibri sentit_de_l'equilibri sentit_laberíntic sentit_vestibular
n#09855433	biògraf
n#10667187	ase estúpid gamarús
n#10526300	borratxo
n#14342132	encefalitis
n#02284771	argyrotaenia genus_argyrotaenia
n#04272782	espectrògraf
n#15109391	diòxid_de_zirconi zircònia
n#10944686	John_Foster_Dulles
n#07856756	formatge_fos formatge_per_untar
n#13323749	peatge
n#07222728	cançó_infantil
n#03306385	exprés tren_exprés tren_semidirecte
n#02022684	limícola
n#07708798	llegum
n#01972733	espirúlids
v#02045415	aixamfranar-se aixamfranar
n#11093674	Judes_Iscariot
n#10147352	griot
n#07519773	alarma consternació intranquil·litat nerviosisme
n#03035510	cisterna
n#03280394	generador_electrostàtic
v#01559590	serrar xerracar
n#14095742	tarantisme
n#03488438	microtelèfon
n#02205523	genus_simulium simulium
n#12968882	genus_scleroderma scleroderma
n#06978766	georgià
n#11306473	Tobias_Smollett
n#07675262	oli_de_soia oli_de_soja
v#00316195	augmentar pujar revaluar
n#00365012	fluoració
n#07087346	recitatiu recitat
n#09862845	culturista
n#05143077	bé benefici profit
n#07937621	ramekin
a#02716605	econòmic
n#13217763	genus_psilophyton
n#10185793	cavaller genet
v#02307412	multar penyorar
a#00143516	desarmat
n#14638256	gal·li número_atòmic_31
n#10109985	llibert
v#00402831	embolicar enredar
n#03915900	línia_de_punts
n#04906712	servilisme
n#09296121	golf
v#01384275	pelar plomar
n#01888411	cabirol daina
n#06046898	biomedicina
n#05632446	fantasia
n#09711661	espartà
n#05336635	aorta_abdominal
n#03557840	bossa_de_gel
n#10468750	rector
n#07901457	moscatell
n#09020961	Tadzhikistan
n#06202296	inclinació
v#00531769	salar
n#13945919	estatus posició rang status
n#06199142	afecte entesa simpatia
v#00982178	balbucejar papissotejar
n#01395254	ciliat
n#07701457	manicotti
n#08215801	escorta guardaespatlles guàrdia
n#11949402	camamilla
n#13435918	autolisi
v#00641252	extraure extreure restar sostraure sostreure treure
n#02029378	territ_de_tres_dits
n#04184095	canya
n#80000847	llei_orgànica
n#07591473	caldereta sarsuela
n#01969893	octopòdids
n#10337020	muftí
n#03727067	mastaba
n#09370773	Cascades_del_Niàgara
n#05625066	fecunditat
n#05555917	panxa ventre
n#05979595	satanisme
n#13190917	cibotium genus_cibotium
n#13092987	eusporangi
n#14944317	lisol
n#11200949	Thomas_Nast
a#02176178	complex
n#11944569	carduus genus_carduus
n#04818284	fador insipidesa sonsada sonsesa
n#07289831	cosa
n#05621439	astúcia perspicàcia perspicacitat
n#06873017	mezzosoprano
n#08654360	estat_federal estat
n#09726120	panameny
n#04157320	escultura
v#00242976	unir
a#01098154	desmoblat
n#09498301	Manticora
n#06523353	capítols_matrimonials contracte_matrimonial contracte_prematrimonial
v#00910000	amanyagar
n#07721195	pebrot_de_morro_de_bou
n#07419960	apavaigament
n#02591493	genus_pagellus pagellus
a#00273082	fosc obscur
n#03385557	fortificació
n#02843684	colomar colomer
n#02115641	dingo
n#04863969	decisió
n#02738978	cisa
n#03416094	suport
n#10887137	Willa_Cather
a#01011973	inicial
n#06840648	ideograma
n#01976146	decàpode
n#12303349	fraxinus genus_fraxinus
n#07461411	cursa_de_cavalls
n#12948978	genus_griselinia griselinia
v#00158222	augmentar avançar-se
n#05512835	urèter
n#10951948	Jonathan_Edwards
n#09262955	caspa
n#12158443	carabassera carbassera
n#01917751	fungia genus_fungia
n#00218045	aterrament demolició enderrocament
v#00097781	rejovenir
n#04582869	rastell
v#02421374	alliberar deslliurar redimir
n#10371450	funcionari
n#04536866	violí
n#08121542	departament_de_policia
n#01931398	enterobius genus_enterobius
n#10826204	Isaac_Asimov
n#01154900	nepotisme
v#00445467	solidificar-se solidificar
n#03405265	complements_de_la_casa mobiliari
n#11769483	genus_allamanda
n#14114773	insuficiència_renal
a#02552849	deshidratat
n#07492516	tranquil·litat
n#09833536	forner
n#14142768	febre_reumàtica
n#05206237	tedi
n#14939755	icor
n#08946909	Granada
n#03997484	eina_mecànica estri_mecànic
n#05351278	artèria_meníngia_anterior
n#11177695	Giacomo_Meyerbeer
n#05343542	artèria_comunicant
n#13847715	novè
n#08053905	institució_mèdica
n#08075009	indústria_de_joguines
n#14436285	anonimat
a#00258797	alineat
n#03945928	netejapipes
n#05949603	ulls
n#14706889	adenina
n#10373801	agent_federal
n#13405166	llibre_de_comptes
n#10237069	parenta
n#08043848	Revolutionary_United_Front
n#09110939	Las_Vegas
n#11315580	Charles_Proteus_Steinmetz
n#01076724	desànim descoratjament
a#00540632	difús
n#06071426	embriologia
n#04773761	motilitat
n#11061853	Samuel_Houston Sam_Houston
n#01601919	cinclus genus_cinclus
n#01788579	euriptèrid
n#06220299	republicanisme
n#14696180	rodonita
n#11027127	Lionel_Hampton
n#06115179	microelectrònica
n#11119061	Charles_Laughton
n#11225350	Alan_Paton
n#07420770	dany perjudici
n#13045027	geastrum genus_geastrum
n#03833409	novobiocina
n#07410883	refracció
n#07330362	karma
n#08236438	consorci
n#01620003	genus_gymnogyps gymnogyps
v#00857270	aclamar
n#00485998	saltar_i_parar
n#06840530	pictograma
n#10769188	bugadera
n#01010684	alternació alternança
n#14330833	dolors_del_part
v#01431230	besar-se
n#09869706	bourbon
n#03045928	guarda-roba
n#00508672	rifa
n#10731732	campaner
n#08671644	ciutat_natal
a#00160425	agregat annex annexat adosat
n#01925270	planaria
n#07577918	cafè
n#04403413	teleobjectiu zoom
n#00837293	badall
n#12651611	perera
n#10288964	adonis
n#11108584	Arthur_Koestler
n#05305614	òrgan_de_la_parla
n#02891788	instrument_de_música_de_metall
n#13289159	profit
n#10836413	Donald_Barthelme
n#03393324	instrument_de_llengüeta_lliure
n#03578435	interfície
n#11185044	Theodor_Mommsen
n#03610682	gorra quepis
v#02647497	perdurar persistir prevaler
a#00662318	tallat
n#10991936	Bill_Gates
n#08482113	flanc
n#04308583	bany_de_vapor
a#00193799	calamitós esfereïdor espantós esparverador fatal horrible horripilant horrorós paorós temible terrible
n#13674660	dòlar_de_Zimbabwe
n#03203806	edifici_diplomàtic
n#13458019	descomposició podridura putrefacció
v#00013172	potinejar
n#07114712	vocal
n#12839409	acinos genus_acinos
n#09902353	soldat_de_cavalleria
n#11870607	genus_alyssum
n#00234423	neutralització
n#10261041	condemnada_a_cadena_perpètua condemnat_a_cadena_perpètua
n#06328022	tercera_persona
v#02470175	associar-se associar
n#14496193	higiene netedat polidesa
n#12574866	argelaga gatosa
a#02137538	afrodisíac sexy
n#14852450	emissió
n#03873064	embatuament
n#05844282	gust
n#06748841	programa_de_curses
a#01692222	exterior
n#07693725	bagel
n#08992067	Pago_Pago
n#08440630	absolutisme autoritarisme despotisme dictadura tirania totalitarisme
n#12785724	sedum
n#13216673	genus_psilotum psilotum
a#00339941	insegur tímid vergonyós
n#10374652	magnat_del_petroli
n#09481036	forat_de_cuc
n#06793231	anunci
n#01617443	ossífrag trencalòs
n#80000898	marcador
n#11016374	D._W._Griffith
v#01936233	guitar patejar picar_amb_el_peu
a#00384694	mandarina
n#11241854	Gneu_Pompeu_Magne
n#07731767	endívia
n#11185392	Claude_Monet
a#00297598	burgès
n#14116482	cirrosi_hepàtica cirrosi
a#00418364	immaculat impecable
n#09359471	estel_del_matí estrella_del_matí
n#00931721	lexicografia
n#01539136	coereba genus_coereba
n#05549350	múscul_dentoide
a#00444399	perifèric
n#05457201	anisogàmeta
n#08843571	Boungainville
n#06169667	literatura_comparada
n#14732946	enzim
n#02289845	anagasta genus_anagasta
